id,is_iceberg
5941774d,0.03388715907931328
4023181e,0.8904393911361694
b20200e4,2.8435579224606045e-06
e7f018bb,0.98582524061203
4371c8c3,0.5092964172363281
a8d9b1fd,0.0012086331844329834
29e7727e,0.05547167733311653
92a51ffb,0.9915600419044495
c769ac97,4.6896853746147826e-05
aee0547d,6.709644253533043e-07
565b28ac,1.4530820635627606e-07
e04e9775,0.18559472262859344
8e8161d1,0.00208289735019207
4cf4d256,0.45093366503715515
139e5324,0.11520472168922424
f156976f,0.009260857477784157
68a117cc,0.08256857842206955
d9aa7a56,0.04589563608169556
9005b143,0.24176044762134552
5f6d3988,0.9491673111915588
9ad70954,0.013609660789370537
b9087b9e,0.5585733652114868
a39a1427,0.6365465521812439
82fbe8ed,0.3076840341091156
1fae4879,1.1846557299577398e-06
6dd8f13d,5.305974468683416e-07
bbad5958,0.05798080936074257
54527583,0.0973011702299118
be8fa29c,0.09314306080341339
81a3328f,0.9942054152488708
1a3c0ab3,1.261550508502296e-08
4deeeb8b,0.7871236801147461
ac6d5632,0.764733076095581
472dadb5,0.07960926741361618
96093f95,0.9380683898925781
f5b4e3df,0.9673053026199341
e01a3c92,0.11516585201025009
001680af,0.25934484601020813
8e639f33,0.1599220484495163
a2c16612,0.7159792184829712
a6d76474,5.976253305561841e-07
19c47684,0.6120157241821289
015827b6,0.9943570494651794
7df7f7ce,0.004808912985026836
0bbf1a3f,0.9932859539985657
636cfbb7,0.8724589943885803
7370030a,0.998431384563446
43aa97ad,3.724881753441878e-05
ba2b5e63,0.9307553172111511
dfdd335b,0.7602347135543823
e79b13dc,5.279627293930389e-05
dc32b195,0.9257808923721313
6d868590,0.9448949098587036
75fa59aa,0.1203514114022255
ffe50836,0.6841895580291748
a7bfd784,0.876191258430481
b3d569e3,0.02808096632361412
6c538c5b,0.07586994767189026
5c7c15f4,4.158519732300192e-05
0b745139,0.3907060921192169
fd14608e,0.9434372186660767
f0bc8305,0.32483792304992676
a10ccb28,0.9958236217498779
543304c7,0.8857892155647278
6c3a4078,3.7296472328307573e-06
9b73cc75,0.11710987240076065
5c6c71b1,0.8248008489608765
09ee9186,0.535339891910553
207c35cf,0.32624757289886475
153c813e,1.1800826541730203e-05
5605d58b,0.9667031168937683
642ca396,0.008063562214374542
d32d72c0,0.5640413761138916
16646a17,0.9485785961151123
384074af,0.5976333618164062
69bf1e8c,0.6140990257263184
9e90a054,0.9704042673110962
89dbe7f7,0.9793423414230347
dbd27d22,0.6512353420257568
a2ea1561,0.8893395066261292
d63402af,0.955899715423584
1ac8bb92,0.9942886829376221
8beffca5,0.025788020342588425
46741f3e,0.0010800013551488519
e5ee6aa7,0.0003965298237744719
5ecd892b,0.9114380478858948
69892166,0.027963094413280487
2f725a81,0.0822790190577507
810abfe4,4.375865714223437e-08
e6f973e6,0.9640733003616333
c60a5c46,0.03954677656292915
c42b9e08,0.08425415307283401
c3f00c23,0.00043667666614055634
5307fdb8,0.9902167320251465
3e4f005e,0.004831064958125353
4a4cc2e0,0.9377742409706116
9bdd88d1,3.84452778234845e-06
0d832bed,0.007468291558325291
14a134fa,2.454834793752525e-05
78a41676,2.3027384941087803e-06
0bd4658e,0.0943601205945015
4a311bb0,0.9737120270729065
f939c817,0.9631264805793762
956adc4d,0.9942448735237122
f8a119f5,0.8904864192008972
61faa1ad,0.3911904990673065
6725eb3e,0.03774474188685417
17b3a8fd,0.0017784306546673179
49a88dfc,2.2612030647906067e-07
2d6ec645,0.35272932052612305
0d4d77ba,0.707843005657196
3ee672a2,0.9997121691703796
738b41fd,0.9728824496269226
f7fb320d,0.9374479055404663
b42fad18,3.278510848758742e-05
4ab8b00a,0.8307219743728638
f7870f2b,0.10444732755422592
4978666a,0.9393550753593445
f1b0d6c7,0.0005781033542007208
5642407f,0.049414537847042084
36d4ff92,0.9797027707099915
4139aba2,0.9909206628799438
7585ce58,0.2509176731109619
33e25984,0.9967877864837646
ac46f3c9,0.0034620969090610743
fc34a5b8,0.818500816822052
85c36a8f,0.462753564119339
b2d8a426,0.32902464270591736
13ec60d1,0.7967396974563599
9d440f42,0.03987919166684151
